Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,physiotype,library
prerank,Mucin type O-glycan biosynthesis,0.6952039190991575,2.3773670484152887,0.0,0.0,0.0,19/36,10.97%,ST6GALNAC1;B3GNT3;B3GNT6;GCNT3;GALNT14;GALNT7;GALNT6;GALNT2;GALNT10;C1GALT1C1;GALNT1;ST3GAL1;GALNTL6;GCNT1;ST6GALNAC4;GALNT5;GALNT12;GALNTL5;GALNT17,1,KEGG_2021_Human
prerank,Various types of N-glycan biosynthesis,0.6833570148955399,2.3718246967304233,0.0,0.0,0.0,23/39,16.24%,B4GALNT3;FUT8;ALG1;ALG12;HEXD;B4GALT2;MGAT4B;DDOST;RPN2;MAN1B1;B4GALNT4;B4GALT3;CHST9;ALG3;MAN1C1;STT3B;MGAT1;STT3A;MAN2A1;ALG2;TUSC3;B4GALT1;MAN1A2,1,KEGG_2021_Human
prerank,Toxoplasmosis,0.5684945012279999,2.348326216833549,0.0,0.0,0.0,65/110,24.23%,HLA-DOB;PIK3R6;CD40LG;TYK2;IL12B;GNAO1;BIRC7;LAMB3;LAMA2;PPIF;IRAK1;TGFB3;SOCS1;LY96;CASP3;STAT3;MAPK13;BCL2L1;CCR5;CIITA;AKT1;TAB1;IL10RA;PDPK1;AKT2;TNFRSF1A;BCL2;HLA-DMA;MAP2K3;TGFB1;XIAP;MAPK11;HLA-DQB1;IL10;IRAK4;NFKBIB;LAMC2;MAPK12;HLA-DQA1;STAT1;NFKB1;IKBKB;IFNGR2;HLA-DPB1;HLA-DRB1;HLA-DOA;PIK3CG;MAP2K6;HLA-DMB;LAMC3;CASP8;HSPA6;PIK3R5;CASP9;MAPK3;BIRC3;IKBKG;MAPK9;LAMC1;LAMA5;MAPK8;MYD88;RELA;MAPK10;HLA-DRB5,1,KEGG_2021_Human
prerank,Amoebiasis,0.5805632668615874,2.3478462332299537,0.0,0.0,0.0,51/101,20.12%,GNA14;COL1A1;COL3A1;CD1A;COL1A2;IL12B;LAMB3;LAMA2;PLCB2;CXCL1;PIK3CD;C8A;IL1R1;CD1E;CD1D;SERPINB3;TGFB3;RAB7B;PRKCB;CD1C;GNA15;ARG2;CASP3;CD1B;COL4A1;SERPINB4;GNAL;GNAS;CXCL2;COL4A2;TGFB1;SERPINB13;ACTN1;IL10;CXCL8;PRKACB;LAMC2;RAB5B;HSPB1;PRKACA;RAB5C;NFKB1;PLCB1;ADCY1;CTSG;PLCB4;PRKCG;PLCB3;LAMC3;CD14;ITGB2,1,KEGG_2021_Human
prerank,Ether lipid metabolism,0.657052289042662,2.3477198562628963,0.0,0.0,0.0,25/49,15.30%,PLPP2;PLD4;PLA2G2D;PLA2G4A;PLA2G4E;PLA2G2C;PLA2G7;PLA2G10;PLA2G2F;PAFAH1B3;PLA2G2A;GAL3ST1;PLA2G6;PLD2;PAFAH2;LPCAT1;PLB1;LPCAT4;PLD3;TMEM86B;ENPP2;GDPD1;UGT8;PLPP1;JMJD7-PLA2G4B,1,KEGG_2021_Human
prerank,p53 signaling pathway,0.6243656173041634,2.3466736245036306,0.0,0.0,0.0,44/73,19.80%,BBC3;GADD45G;TNFRSF10A;SFN;TSC2;IGFBP3;TNFRSF10B;PIDD1;ADGRB1;TP73;SHISA5;BAX;STEAP3;GORAB;PERP;GADD45A;TP53;CASP3;IGF1;AIFM2;CDKN1A;BCL2L1;SESN3;BCL2;TP53AIP1;CD82;CCNG2;CHEK2;GTSE1;SERPINB5;TP53I3;CCNE1;RRM2;PMAIP1;ZMAT3;CDK4;RPRM;CCNB2;CCNB1;SESN2;CCND3;EI24;CASP8;MDM4,1,KEGG_2021_Human
prerank,B cell receptor signaling pathway,0.6019440229743435,2.34079108279205,0.0,0.0,0.0,37/79,15.35%,CD79A;CR2;CD19;CD79B;CARD11;CD22;IFITM1;BLNK;LILRA4;RASGRP3;VAV2;CD72;INPP5D;PIK3CD;NFKBIE;PRKCB;DAPP1;RAC2;FOS;LILRB4;LYN;SYK;INPPL1;AKT1;PLCG2;CD81;FCGR2B;AKT2;VAV1;NFATC1;NFKBIB;HRAS;RAC3;MAP2K2;NFKB1;IKBKB;KRAS,1,KEGG_2021_Human
prerank,Apoptosis,0.5619086454508178,2.337237706064297,0.0,0.0,0.0,65/142,17.35%,TRADD;TRAF1;BBC3;TRAF2;GADD45G;TNFRSF10A;CAPN1;TNFRSF10B;NGFR;PIDD1;BIRC7;DFFB;AIFM1;CTSZ;CTSD;CTSK;BECN1;BAK1;PIK3CD;BAX;BOK;ITPR3;FOS;GADD45A;TP53;CASP3;PARP1;PARP3;BCL2L1;BCL2L11;EIF2AK3;AKT1;PDPK1;TUBA3D;AKT2;TUBA4A;TNFRSF1A;BCL2;DAXX;TP53AIP1;CTSB;CSF2RB;CASP10;LMNB1;XIAP;ERN1;FADD;CASP6;ENDOG;CASP2;HRAS;RIPK1;CTSH;NGF;MAP2K2;NFKB1;PMAIP1;IKBKB;KRAS;CASP7;CAPN2;LMNB2;BIRC5;LMNA;NTRK1,1,KEGG_2021_Human
prerank,Basal cell carcinoma,0.6320032987826217,2.336925089942439,0.0,0.0,0.0,30/63,13.11%,TCF7;LEF1;WNT3;GADD45G;GLI1;PTCH2;FZD3;SUFU;AXIN1;BAK1;TCF7L1;WNT10A;GLI2;WNT7B;BAX;WNT1;GADD45A;WNT4;TP53;WNT10B;CDKN1A;WNT9B;WNT5B;CTNNB1;SMO;DVL3;FZD1;FZD10;DVL1;AXIN2,1,KEGG_2021_Human
prerank,IL-17 signaling pathway,0.5846121133699338,2.3355471451551137,0.0,0.0,0.0,40/94,15.29%,MUC5B;LCN2;MMP13;MUC5AC;MMP1;TRADD;CCL20;MMP9;TRAF5;IKBKE;TRAF2;TRAF4;HSP90B1;CXCL1;MAPK15;CXCL6;IL17A;FOS;CASP3;MAPK13;MAPK7;IL17F;ELAVL1;CCL17;IL17C;CXCL2;TRAF3;HSP90AB1;DEFB4B;FADD;MAPK11;CXCL8;DEFB4A;MAPK12;PTGS2;IL4;TNFAIP3;NFKB1;FOSB;IKBKB,1,KEGG_2021_Human
prerank,Purine metabolism,0.5510594283143334,2.328890783491537,0.0,0.0,0.0,70/129,22.15%,AMPD3;ENTPD4;ENPP3;AMPD1;PDE9A;AK8;ENTPD3;ENTPD6;CANT1;XDH;ENTPD2;ITPA;ENTPD5;ENTPD8;ADSS1;PDE4A;AMPD2;NME4;ATIC;PFAS;GUCY2D;NT5E;ADA;APRT;ADA2;ADCY5;ENTPD1;PDE3A;GUCY2F;AK7;GMPR;NME3;IMPDH1;PDE6G;ADSS2;PRUNE1;FHIT;PDE4D;ADCY6;PDE1A;PDE10A;NUDT16;NME1;AK2;PAICS;PKM;AK9;RRM2;NT5C3B;ADCY2;ADCY1;PRPS2;AK4;PDE7B;PDE8A;GUK1;GUCY1A1;PDE6B;NT5C;GUCY1B1;NPR2;ADCY4;ADSL;NT5C2;PDE3B;NUDT5;NME2;PPAT;RRM2B;IMPDH2,1,KEGG_2021_Human
prerank,Measles,0.5438390669182588,2.3219611836272303,0.0,0.0,0.0,48/139,11.76%,MX2;JAK3;CD28;SLAMF1;IRF7;TRADD;CD3E;BBC3;IKBKE;CD3D;STAT2;OAS1;TYK2;IL12B;EIF2AK1;IRF3;IL2RB;IL2RA;TP73;BAK1;PIK3CD;OAS3;CD3G;IL2RG;IRAK1;MX1;CD46;BAX;CBLB;IRF9;FOS;TP53;CASP3;ADAR;STAT3;BCL2L1;EIF2AK3;AKT1;CD209;FCGR2B;AKT2;BCL2;TRAF3;IL2;FADD;IRAK4;NFKBIB;OAS2,1,KEGG_2021_Human
prerank,Vibrio cholerae infection,0.6476556396662863,2.3159751771284345,0.0,0.0,0.0,26/50,14.53%,PDIA4;KDELR1;KDELR3;SEC61A1;KCNQ1;KDELR2;CFTR;ARF1;SLC12A2;ATP6V0A4;ERO1A;TCIRG1;ATP6V1C2;PLCG2;GNAS;PLCG1;SEC61A2;ATP6AP1;ATP6V0E2;ATP6V0D2;PRKACB;SEC61G;ATP6V1B1;ATP6V0C;PRKACA;SEC61B,1,KEGG_2021_Human
prerank,Human immunodeficiency virus 1 infection,0.5076275035216851,2.3034068039655167,0.0,0.0,0.0,101/211,22.05%,CXCR4;PDIA3;TRADD;PAK6;CD3E;STING1;TRAF5;TRAF2;CD3D;GNG8;GNB3;NFATC4;CALR;AP1G2;AP1B1;TRIM5;PAK1;GNAO1;IRF3;LIMK1;TNFRSF1B;BAK1;PIK3CD;CD3G;PAK3;GNB5;IRAK1;BAX;AP1M2;TAPBP;PRKCB;GNG7;HLA-A;APOBEC3F;RAC2;ITPR3;FOS;PTK2B;CALML6;CASP3;RPS6KB2;BTRC;MAPK13;BCL2L1;HLA-C;CCR5;AKT1;TAB1;PLCG2;CD247;CD4;APOBEC3H;MAP2K7;APOBEC3C;AKT2;TNFRSF1A;BCL2;HLA-F;MAP2K3;PLCG1;BST2;FADD;MAPK11;NFATC1;IRAK4;AP1S3;HRAS;RIPK1;HLA-G;HLA-B;MAPK12;RAC3;AP1S1;MAP2K2;NFKB1;APOBEC3D;IKBKB;KRAS;CFL1;TAP1;NFATC2;MAP2K6;CCNB2;CCNB1;PRKCG;IFNA17;CUL4B;APOBEC3G;CASP8;ELOC;GNG2;PAK4;WEE1;RAC1;CALM3;CASP9;ELOB;MAPK3;MTOR;GNG4;IKBKG,1,KEGG_2021_Human
prerank,PI3K-Akt signaling pathway,0.4905300301322754,2.30163054494059,0.0,0.0,0.0,172/352,23.43%,CD19;TCL1A;JAK3;CREB3L1;COL1A1;COL9A2;ERBB3;COL6A3;CREB3L2;EFNA4;THBS2;COMP;LPAR2;CREB3L4;PIK3R6;KIT;GNG8;ITGA11;COL1A2;ERBB2;ATF6B;GNB3;ITGB6;EFNA5;HSP90B1;SPP1;TSC2;PDGFRB;ITGB4;NGFR;IL2RB;ITGB7;LAMB3;IL2RA;ITGA7;FLT3;LAMA2;THBS3;PGF;PIK3CD;EFNA2;TGFA;IL2RG;LPAR5;GNB5;PPP2R1A;ITGB3;G6PC3;INSR;FGF20;PRKAA2;GNG7;COL6A1;IL4R;CRTC2;PPP2R2D;PPP2R3B;NOS3;CSF3R;TP53;YWHAZ;ITGA2;IGF1;EGF;COL6A2;RPS6KB2;GYS1;FGF19;OSM;CDKN1A;BCL2L1;SYK;TNC;ITGA3;BCL2L11;AKT1;ITGB5;PDPK1;LPAR1;COL4A1;ITGA9;IRS1;AKT2;BCL2;EFNA3;COL4A2;HSP90AB1;SGK2;IL2;FGFR3;MLST8;OSMR;CSF1R;ITGA1;EPOR;CHAD;HRAS;ITGA8;LPAR3;CCNE1;LAMC2;NGF;IL4;PPP2R2C;ITGA4;ITGAV;PPP2R2A;MAP2K2;THEM4;DDIT4;NR4A1;NFKB1;GH1;EREG;IKBKB;THBS4;STK11;KRAS;EPHA2;KITLG;CREB3;PDGFRA;PIK3CG;PPP2R5E;CDK4;NTRK1;IGF1R;COL9A3;LPAR6;FGF7;FLT3LG;IFNA17;FLT4;VWF;FGF17;CCND3;PDGFD;TNN;TCL1B;IFNAR2;LAMC3;SGK3;GNG2;YWHAH;PRLR;PRKAA1;KDR;COL6A5;RAC1;EFNA1;SOS1;IBSP;PIK3R5;CASP9;PKN1;PCK1;MAPK3;MTOR;AREG;GNG4;IKBKG;PDGFC;ITGB8;HGF;CDC37;CCND1;FGF18;LAMC1;RXRA;SGK1;CSH1;LAMA5,1,KEGG_2021_Human
