sample,tissue,umap1,umap2,kmeans,physiotype,plate,case_id
4966ebc7-b3d5-49d1-885d-f6ae4a8781e6.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3721476,8.560303,1,1,1949,TCGA-55-6982
49932944-ad54-4c6c-affc-08a4b76de933.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.1422467,7.4817595,1,1,1949,TCGA-55-6984
49ab8f1a-6252-47b0-9f16-63e065f33efd.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.4062845,8.347641,1,1,0946,TCGA-67-3772
49acc5ad-6a61-41e1-9acb-4260e932a184.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5404289,5.1410832,1,1,2039,TCGA-55-7570
4a1a0323-0cfb-4f33-ba44-0039283f9334.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.709864,8.989954,0,1,1755,TCGA-75-5126
4a39a182-e583-4ff0-a8f0-f73b0f5c4f20.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.8731976,6.2711167,1,1,1628,TCGA-50-5939
4a967e6f-d39a-4fe5-864b-a43e8184a852.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.1330364,5.108348,1,1,A39D,TCGA-49-AAR2
4ad05e6b-e3d8-4048-8f61-1e79e421de0b.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4455545,7.792805,1,1,2066,TCGA-95-7567
4b6c958a-7e20-4b88-b30a-2406b123c8c1.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5239315,9.7164345,0,1,2287,TCGA-97-8177
4b6faa2b-5b8d-4ee5-ac5d-aafa6d95327f.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4257727,8.759273,1,1,1628,TCGA-64-5778
4f332295-b93c-48bf-8125-3a1539a03742.rna_seq.augmented_star_gene_counts.tsv,Normal,7.267363,12.916876,0,2,1949,TCGA-55-6970
4f721842-9460-4376-b577-59c3731f34a6.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.0050652,7.5979176,1,1,1628,TCGA-64-5815
4f8b284e-7e42-45c5-b7cc-57cc678ec3df.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.303321,10.498753,0,1,A24H,TCGA-44-A47A
50c308c9-922a-4083-ae09-e5e4d8c437af.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.951965,7.0869336,1,1,A41B,TCGA-49-AARE
5158a031-b856-4423-9418-031b3107e88f.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.6405134,8.439883,1,1,2241,TCGA-86-8075
5241ced4-4a72-40dc-9698-a647fb6d03a4.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4964786,7.5025187,1,1,2241,TCGA-99-8028
525e9185-ed15-403d-8987-93c50e4b89a1.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.8731384,8.192466,1,1,1858,TCGA-44-6774
52b34ef3-a814-4aa9-a395-6beea6a71f11.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.130296,8.154281,1,1,1858,TCGA-05-4405
52beaa60-92f3-48cf-a695-78bb66ccd4f6.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7167044,5.834326,1,1,1949,TCGA-55-6970
52e52b5d-4112-4616-8ddd-2a4524a91778.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.456882,8.82036,0,3,1755,TCGA-50-6591
53244201-6282-42ea-9da4-31524ca39bf8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5697613,9.8140745,0,2,2287,TCGA-86-8279
534541e5-89a2-46bc-98d3-1fed57d6e4c1.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.320166,10.24721,0,1,A24H,TCGA-62-A46Y
5418228b-cfd0-4580-87c6-3ebf6282ad73.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.7785354,3.773046,1,3,1949,TCGA-55-6972
5444c7d2-9c7e-4b9e-a8ee-7d64c375be17.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2947135,4.2129655,1,1,A262,TCGA-MP-A4TD
55071ef3-bf09-43a2-a54c-a9ec61a84615.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.894652,4.0659723,1,1,2066,TCGA-86-7713
5511e816-3ce5-4d0c-80a7-71ee42ba8fc9.rna_seq.augmented_star_gene_counts.tsv,Normal,6.2135897,12.031738,0,3,1949,TCGA-55-6984
5541c1a3-e0e5-4ded-ae0a-687e87a7d708.rna_seq.augmented_star_gene_counts.tsv,Tumor,7.004401,12.952903,0,2,1755,TCGA-75-6203
555b77b9-d686-4f0e-a099-25bd5715a5e9.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.0264478,10.0373125,0,2,1858,TCGA-50-6597
55e5447a-96d1-4d95-91ad-b5790392bbfa.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8577905,5.4445605,1,1,1858,TCGA-50-5072
56081bb7-480c-446f-9e21-41627df3b569.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.307168,7.525663,1,3,2187,TCGA-95-7944
564e41d6-f9a4-4a6b-bb97-f8e5423b84bd.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.24477835,7.419508,1,1,2326,TCGA-69-8453
56afb18f-7fdd-4672-be59-4d3a03b806de.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3605764,7.0390577,1,2,1628,TCGA-50-5049
56ba7921-5bee-4a1e-9fba-a78a034547a6.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5623105,7.5785866,1,1,2403,TCGA-55-8614
56c858be-3637-4ba0-81be-208a3edac992.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.29160336,7.38826,1,1,2187,TCGA-97-7941
56d2e7e0-7686-417f-a698-393a1385d87e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7738748,8.877628,0,1,2403,TCGA-55-8510
56d7d6b5-33c0-4551-967c-afce1f970395.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6881706,4.0567546,1,2,1858,TCGA-91-6831
57048ebe-3153-4e65-bbca-eadb92b99d31.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.167767,4.989193,1,1,A262,TCGA-NJ-A4YP
57512aba-e397-4ab8-b1ed-de197e6f92fd.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.123235,4.3407946,1,1,A39D,TCGA-49-AAR0
57ae0185-984b-40a7-8d95-1a6a2cc0b03a.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3958442,4.343938,1,1,A262,TCGA-NJ-A55R
57d89d75-a9bb-4bd3-af76-d29def9a9625.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.43865,5.0441155,1,2,2403,TCGA-55-8620
58681163-9f9d-4f74-a1bb-3a4bcb4856d6.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.0870924,7.913781,1,1,A41B,TCGA-49-AARR
58e4f0e6-3b0f-4370-8abf-0b4d533672c5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.247109,7.4536533,1,2,0946,TCGA-44-2668
593623b6-0f7d-4089-8697-518c573c86c6.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2541497,9.504966,0,1,2241,TCGA-86-8056
59578e5d-b76f-46eb-b5d9-7c90b8a9dbe4.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.0465484,10.084161,0,2,2066,TCGA-78-7539
597af330-73d5-4905-803e-56d744ab723d.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.20772275,7.426847,1,1,2187,TCGA-55-7728
59a0b90e-8b8b-41b8-95f0-d51961a94be5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.768822,4.7966676,1,1,1858,TCGA-05-4396
59e8b7b7-5183-4655-aa5e-e4b5ba73eded.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.928637,9.235316,0,1,2170,TCGA-55-7727
5a1b3a79-375e-47a7-8a30-b37fbfd8162d.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0353537,3.992883,1,1,1755,TCGA-05-4390
5a335f07-9b07-46cf-8902-503b24f89bfa.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.8959945,4.020272,1,1,1628,TCGA-64-5774
5c5dec6e-b6ee-44af-a42e-485bdf54bde4.rna_seq.augmented_star_gene_counts.tsv,Normal,6.9943533,12.654854,0,2,1949,TCGA-55-6972
5d081953-cf3a-40cb-95bf-f418ed3879ac.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.8307051,7.9171176,1,1,A39D,TCGA-S2-AA1A
5d843590-36a7-4568-88a4-2bc09e14927f.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2856498,6.9667764,1,2,2403,TCGA-78-8648
5eef868d-7c7f-42e8-aabf-ce3f75405c7a.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4239125,7.802921,1,2,2187,TCGA-95-7948
5f74c5cb-1127-4a5c-975e-58e5abc4db03.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4852207,7.041684,1,1,2066,TCGA-44-7672
5fd9d2a8-3a95-440c-a0de-8ad5fd86e156.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.3469737,6.0576806,1,2,1628,TCGA-05-5420
602ac1fc-c8ad-4e47-988b-1e9e1aa3ce26.rna_seq.augmented_star_gene_counts.tsv,Normal,6.5858164,12.675475,0,2,1949,TCGA-55-6982
6078603d-a4e2-4a1a-abca-01fb63106888.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0893655,9.444494,0,1,A24X,TCGA-MN-A4N1
60cc41cd-a0af-4cad-a4be-253781e2f0b8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.6140976,8.7678175,0,2,1949,TCGA-49-6761
61807b4d-bbab-4ea8-a904-35c562ec6c29.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.367913,5.7144427,1,2,A24X,TCGA-44-A4SS
6200626d-556e-400d-81f4-e397ce49585f.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1056952,7.2469816,1,3,2403,TCGA-91-8499
62b8c824-3e80-4341-bfee-78d04be904c9.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.765213,7.9028573,1,1,2287,TCGA-83-5908
6338619f-470c-4ae1-8b45-959b5f9ad3da.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.407041,8.340505,2,2,A277,TCGA-44-6146
6460f151-7102-476d-b03b-fb4ea776b1ea.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.7707915,7.857132,1,1,A41B,TCGA-49-AARN
64a2d5cb-2892-4d2a-aa7a-cc1a6dec1c46.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.820007,6.0150566,1,1,A24X,TCGA-MP-A4TA
6531e137-3d23-44e7-af10-51e9cc517192.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.3110733,9.21478,0,3,2403,TCGA-78-8662
6545e778-687c-4b82-b6b6-b5d438879069.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.2104087,9.499185,0,3,2066,TCGA-78-7535
655b5152-d150-4b2a-b7cc-ef70dc0b2256.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.366449,9.443225,0,1,0946,TCGA-44-2666
65a2c4cf-7c84-4ca8-a37e-8deecb6ef026.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.095194,6.903751,1,3,2066,TCGA-86-7711
6667948a-1834-4572-a1b3-3bc9096650e8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.9384093,8.281688,0,1,2066,TCGA-78-7542
673621c0-f5d4-4eea-a0ae-469214a70e82.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.2696595,5.852933,1,2,2066,TCGA-78-7166
67fc0674-3f48-41ec-a650-7efaa41607fa.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5082604,9.137947,1,1,A262,TCGA-NJ-A55A
6804af50-1b4f-4872-83b8-bae24d398cb4.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1443143,9.006256,0,2,A39D,TCGA-L9-A7SV
681308e4-1122-4343-9d6b-63df6a39d302.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2817864,4.9494386,1,1,A262,TCGA-MP-A4TH
68f5d95d-e7ae-46d3-b836-e741fde98f23.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.1648917,7.973365,1,1,1206,TCGA-73-4662
6906b453-44ef-404a-9fe6-2b4d5fa65110.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.4501351,8.46953,1,1,1107,TCGA-44-2661
6a8d149a-963f-4e36-a031-aef7b057452b.rna_seq.augmented_star_gene_counts.tsv,Normal,6.5187755,12.028963,0,3,1628,TCGA-50-5936
6aa56177-0576-454d-81e8-28aa9ce76406.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.41563,8.023795,1,1,A24X,TCGA-MP-A4TI
6af2f60a-15cf-401e-8e3b-e44637fbd92e.rna_seq.augmented_star_gene_counts.tsv,Normal,6.7186193,12.629752,0,2,1628,TCGA-44-5645
6b48d62b-0932-48df-9448-ae6dcb8853b2.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4856477,8.46707,0,1,2326,TCGA-55-8302
6b51d2ce-51ed-4b34-890d-9f83d363118c.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.9230434,9.094113,1,1,2187,TCGA-93-7347
6c438dcf-6ec0-4bf7-8122-875490967b70.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.180467,3.8903973,1,2,A262,TCGA-MP-A5C7
6d614e24-5a82-409e-bb6e-c52c5f53efd5.rna_seq.augmented_star_gene_counts.tsv,Normal,6.614997,11.899191,0,3,1758,TCGA-44-2662
6e2e3178-73ad-4590-a56b-bb7fd9984acd.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6513468,4.470398,1,3,1949,TCGA-55-6969
6efebff1-f165-415e-9001-45a782638785.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.8713439,8.090037,1,1,1858,TCGA-49-6744
6f53a60f-3be2-48df-a15a-4675e99efba1.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6951706,8.604225,1,1,1755,TCGA-38-4632
6f6bf240-1ca4-47d0-9a77-17b0ce9b8ae7.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.946265,6.5884867,1,1,0946,TCGA-55-1592
7086e8ce-d1e5-4901-ac33-31c299f46356.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.9749315,7.1796412,1,1,2241,TCGA-55-8204
70d623a4-5140-4010-8eed-5f95a9fdd168.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.6833124,8.376267,2,3,A96R,TCGA-05-4245
71809317-f775-4faa-b1c6-40bae85c69aa.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4829717,8.075437,1,1,A24X,TCGA-93-A4JQ
72726dc4-fa08-4e34-9539-29ddb19dd782.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.6942103,9.868083,0,1,1206,TCGA-49-4501
7276835e-ce0e-4fc6-a329-27d936c136ba.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5251417,3.9617212,1,2,2241,TCGA-55-8094
72fe0e80-b3e6-4249-8345-fb9ff8d2ca9b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.911777,9.640797,0,3,2170,TCGA-69-7760
731c955b-e1e8-462a-9c94-64310f2d7eae.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.3385496,7.0414767,1,2,A24X,TCGA-MN-A4N4
73559b1e-ad93-432f-a7bb-c3946d4120d4.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6316038,4.368154,1,2,1628,TCGA-64-5779
735e3d15-4df3-4162-b819-1ebc1991bfce.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.38131,7.3539524,1,2,1755,TCGA-44-6146
73babed8-f934-42c7-9020-30f7c3e1766d.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.456388,9.66148,0,1,1755,TCGA-50-5935
73d96384-ebea-4467-8663-ada78336233c.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.666663,8.131086,1,1,2170,TCGA-55-7911
73fc90cb-2b56-4a6b-8083-42f6647a2478.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.331079,8.859154,0,3,1949,TCGA-75-6214
743f08af-5537-4454-a219-18639e5127c6.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.8797154,8.452848,0,2,1206,TCGA-73-4666
74aaf5e2-be23-49b1-b694-3a3dde306a5d.rna_seq.augmented_star_gene_counts.tsv,Tumor,-0.36344343,7.3508983,1,1,2241,TCGA-55-7284
74ab82a4-a55b-4e4c-b3f5-1f9317860914.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5863132,7.5106063,1,2,2170,TCGA-55-7726
758b1a4d-bd46-4611-b8c3-49c5f62a2dab.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.7088532,8.363503,2,1,A277,TCGA-44-3918
75eaaf2c-7cd9-416d-88c0-7c5502db9ab5.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3407152,9.848794,0,2,0946,TCGA-67-3773
7623e22f-3401-47b3-be94-23f5da20ee0d.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5262856,4.072706,1,1,1858,TCGA-44-6776
76413057-e8a8-42b7-b545-897e3b32580d.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7594507,5.036896,1,1,2039,TCGA-78-7152
7643fc1a-086e-4ea5-9766-3dde13cc00b4.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.5239997,4.0147414,1,2,1755,TCGA-75-6206
764d71c7-f003-4cf6-851e-1587f12b4a69.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.087493,7.5669107,1,2,1206,TCGA-73-4668
765dc4a5-ce4d-4437-9061-20c018bbbade.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.6786556,8.4635935,2,2,A278,TCGA-44-3918
772dcecf-b53d-42e2-8161-f48030150aa0.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0601287,10.772679,0,2,1755,TCGA-50-5944
77322072-2a7f-49e6-a9d1-c521c25acd70.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.8341591,9.794774,0,1,2187,TCGA-69-7980
77b82c3f-e20c-4e3b-a55c-08af359bbb6e.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.2477164,9.455746,0,1,0946,TCGA-44-2665
77ca7978-5bc4-4264-8ca3-db132049c8a8.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5407767,8.438129,1,1,2241,TCGA-55-8096
78bf9571-4145-4c0d-a61a-58a878351097.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3778558,9.647149,0,1,A39D,TCGA-L9-A50W
78e95f3e-1067-48a8-9429-dfdd6f587066.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6915162,9.377122,0,1,1949,TCGA-55-6980
7977a11b-246f-4c4c-a200-ee35d2d51fc5.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4103258,8.494217,1,1,1858,TCGA-44-6775
79e12f4d-94d7-45f8-b251-6b0fcbb6b885.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.30539,7.8827276,1,1,2403,TCGA-86-8673
7a7440bf-1ca1-4c6b-80f8-7151a38e5d18.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.51986,10.365793,0,2,1755,TCGA-67-6215
7b07706f-a1b4-4f18-a276-0822b578cc40.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0396996,7.861561,1,1,1755,TCGA-50-5941
7d46888b-282b-4f43-a09a-ff44bd1af110.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6696165,9.164119,0,1,2066,TCGA-64-1679
7d9c7c34-76e0-4622-b5f7-60e12f6d4e07.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.008117,4.0528774,1,1,2241,TCGA-55-7913
7eab2708-6708-4f8e-b238-e06007754e7e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7325518,4.9116797,1,1,1206,TCGA-49-4510
7ec16b5a-7a86-4a22-9f1c-74d42ab1f43d.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0115967,6.324441,1,2,1206,TCGA-49-4506
7ecd6087-9663-4d9d-828d-d9e9b5241c3c.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.4804173,4.1348276,1,1,2403,TCGA-86-8674
7edd63ce-c5bb-4209-b8c8-98af0fae03ed.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.3234625,7.739565,1,3,A41B,TCGA-49-AAR9
7f9b4506-b00b-4b6f-8469-d0e4a73df1d4.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.620484,8.804954,0,1,1858,TCGA-49-6745
80416b83-9ea2-4d33-8ba4-1fe9330d51f2.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6586152,8.485643,1,1,2403,TCGA-86-8671
80ef527d-5511-4944-a1b3-1426d98294b7.rna_seq.augmented_star_gene_counts.tsv,Normal,6.2306604,12.857397,0,1,1949,TCGA-55-6985
812033b2-3784-44bf-8913-56307b267ea9.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.797293,8.398369,2,2,A277,TCGA-44-2668
819e9776-131f-4c00-b93c-9936cbcc55b8.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.6648245,4.402352,1,1,1755,TCGA-05-4384
81a33f6c-0195-45c5-87e7-7748838d0a4e.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.6111944,5.0595756,1,1,2170,TCGA-69-7764
81e85e60-a0b6-4898-8cb0-02ac1a70f157.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.2973878,8.474056,1,1,1107,TCGA-44-3919
828b6221-7b05-4e5f-aee0-0234f06fb81e.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.417799,6.048975,1,1,A262,TCGA-MP-A4TF
841e54a1-9d65-4256-b70e-eb64659b40a4.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3026361,7.3783426,1,2,A24H,TCGA-L9-A444
84595c09-6f85-4a1d-98fa-7d9bc9dc2c28.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.972332,9.93865,0,1,2241,TCGA-95-8039
8536c3c1-1e75-4ebc-b792-30d7d228a117.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.4385817,4.983027,1,1,2066,TCGA-44-7669
868157f2-85e5-462c-9994-1e50791ad2c0.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.6044164,8.156369,1,1,1628,TCGA-50-5068
87bac569-d647-4a76-8e33-6ce085888138.rna_seq.augmented_star_gene_counts.tsv,Normal,6.542738,12.894355,0,2,1755,TCGA-50-5933
882d1be3-1f82-41e7-8538-1ef513efef32.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.3377101,8.613682,1,1,1206,TCGA-05-4402
883ef55a-e8c0-4774-a298-d2bfeaeeae4b.rna_seq.augmented_star_gene_counts.tsv,Tumor,-4.7515492,8.402805,2,3,A278,TCGA-44-2662
8885b4e5-f8e7-4198-b7ce-bc5c754f504d.rna_seq.augmented_star_gene_counts.tsv,Normal,6.589167,12.203609,0,3,1858,TCGA-50-6595
888e2a67-2478-4680-9b48-163789783c7b.rna_seq.augmented_star_gene_counts.tsv,Normal,6.780467,12.298691,0,2,1858,TCGA-49-6743
8929ea12-e12a-4660-ac19-72b4e7bd2e9a.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.039103,7.4179444,1,2,1755,TCGA-75-6205
894424ab-29c3-4f41-88e7-f59d0df10c28.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.724999,10.110189,0,1,1755,TCGA-05-4425
897e33bc-3862-47bc-8277-a9b1b5371802.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.7646677,8.127477,1,1,A24H,TCGA-55-A48X
89bcf4e2-f855-4035-bf0d-fe4917248223.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.5991557,5.5178804,1,1,1949,TCGA-55-6971
8a44c8a0-142b-48bb-9809-69914811bacc.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5158482,8.982445,0,1,1755,TCGA-50-6593
8a6d64cc-3f03-4a5d-b6ce-83fa9c7f7d07.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.2470365,7.09281,1,2,2187,TCGA-55-7995
8b3aec43-4c75-4598-bf0a-168f7ffb9f3b.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.345732,10.420478,0,1,0946,TCGA-64-1680
8bd7c2cf-7960-46ca-9373-1c19557dd0aa.rna_seq.augmented_star_gene_counts.tsv,Tumor,7.4159117,12.942728,0,1,A39D,TCGA-99-AA5R
8c55ee80-c8c3-4196-9b67-81732fffe9f4.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.867355,6.601227,1,1,1949,TCGA-91-6840
8ce815e6-3c63-4cbf-8480-4f07867f18da.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.7782302,9.968426,0,1,2187,TCGA-69-7974
8d438e20-04cb-4b39-b3a9-96a3a35de104.rna_seq.augmented_star_gene_counts.tsv,Tumor,0.24954854,7.6525245,1,1,2403,TCGA-55-8513
8da65700-04c7-444d-826e-ec2e692b257b.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.565261,5.220827,1,1,A24X,TCGA-97-A4M2
8dc8ccd2-a842-4a48-a8db-007855733fc0.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.0699716,9.809294,0,1,1858,TCGA-49-4490
8e1fcc77-bf23-42e4-949f-d429f7211dd6.rna_seq.augmented_star_gene_counts.tsv,Tumor,1.5284116,8.541276,1,1,2403,TCGA-86-8668
8f55fdd2-25cb-40dc-809e-2ddbdadd34c3.rna_seq.augmented_star_gene_counts.tsv,Normal,6.454032,12.805556,0,2,1758,TCGA-44-3398
8fa3359f-1e40-448a-aae8-a955c1ca3323.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.9933133,5.17485,1,1,2403,TCGA-97-8176
905e32cb-a5bd-46a4-ac0f-32585e042695.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.4398074,8.679994,0,3,1949,TCGA-91-6847
91181a9c-3113-47b6-8d1c-8173f9eac675.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.2855132,7.399811,1,1,1858,TCGA-55-6712
918be5f7-a963-406f-8ce4-0a3e528998e5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.9834604,5.284423,1,1,2326,TCGA-62-8398
91e79d93-01a8-4908-805a-12678d68a543.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.5700445,9.989398,0,1,A24H,TCGA-86-A456
9207fbc6-99eb-4535-8c02-c8bba5875c1b.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.0406656,4.2919025,1,1,1755,TCGA-75-6211
921aa14f-d674-4ecf-b4fd-ca846acc9fa3.rna_seq.augmented_star_gene_counts.tsv,Tumor,5.011178,6.57891,1,1,0946,TCGA-55-1596
925a2268-1a0a-402b-8bb1-e6fa32521afe.rna_seq.augmented_star_gene_counts.tsv,Tumor,2.366539,8.791203,1,1,2287,TCGA-86-8278
929a50ee-02a9-44f5-8078-e4020a89263f.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.3045244,8.307296,1,2,2187,TCGA-55-7994
9301f86d-9d6f-4aa6-a640-a543b5aea5db.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.170922,7.7173524,1,2,1206,TCGA-38-4625
9343d3bd-0f60-49c3-8625-31a8a7a846c4.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.1971993,10.078312,0,1,1858,TCGA-91-6835
93f32fe3-cb5b-4910-bf06-e20c876cd8a5.rna_seq.augmented_star_gene_counts.tsv,Tumor,4.500484,4.0519767,1,1,2039,TCGA-78-7149
9446312e-b87c-411c-b9a3-a19603eff965.rna_seq.augmented_star_gene_counts.tsv,Tumor,3.4847653,10.004429,0,1,1628,TCGA-05-5715
