B_cells,CD8_T,CD4_T,NK,Mono_Macro,DC,Neutrophils,Mast,Endothelial,Fibroblasts,sample,physiotype,case_id,nnls_r2
0.0,0.0,0.0,0.0,0.0590779255913083,0.9409220744042788,0.0,0.0,0.0,0.0,233b6aa7-9d3f-4db0-a900-03f7cf4d0ac4.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-NJ-A55O,0.012706182463059434
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6580911001238573,0.34190889987549794,0.0,23aeef43-0657-45f1-835e-52a829f0bea2.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-55-8506,0.10168206057503604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999948365,0.0,25212f64-8017-4b93-b171-10a830558566.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-8090,0.01183035713779046
0.0,0.0,0.38356287672675976,0.0,0.25774014613424023,0.05107202430280338,0.11411853429708767,0.0,0.18066855141213747,0.012837867126695279,256e320c-e4de-4918-b3bc-b71657bfd4cc.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-86-7953,0.32961191749923946
0.05785921376448343,0.0,0.0,0.0,0.028098034861474823,0.46184285467324043,0.0,0.35603296149090824,0.09616693520963614,0.0,258b0b5e-2b09-4378-9606-83955ca19d7c.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-05-4249,0.2292778859639355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25a6fe1b-0472-489f-a721-f596395badb1.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-7576,8.471001677889944e-14
0.9459395860880182,0.0,0.0,0.0,0.0,0.054060413909911606,0.0,0.0,0.0,0.0,25ef25f6-9982-41ad-9823-62763c6c29eb.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-MP-A4SW,0.07235005709408582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999984563,268f14f5-e6f7-413a-90a6-20a205012246.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-8505,0.11926010898689521
0.09931058537049144,0.0,0.500647709286882,0.20286558698047702,0.0,0.13296039507475438,0.0,0.06421572328709571,0.0,0.0,26fdaa75-cea5-4355-b3b1-6b5c2c75e542.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-44-5645,0.15678242383559537
0.0,0.3650524157493925,0.1648833258864122,0.25519698187213996,0.10812174068351746,0.0,0.01670181321121734,0.0,0.0,0.09004372259706937,27266d85-3f2c-489f-9e5d-663d94ae9f55.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-50-6592,0.4360821252472168
0.4597128924061267,0.05473815061140582,0.18464406242611195,0.05333205119905321,0.0,0.0,0.0,0.0,0.0,0.24757284335678886,27e24fc6-af40-4152-8424-a9d365c717d9.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-8511,0.31004346607166366
0.06581582682021392,0.19080711977269962,0.22689872834218816,0.07194909635084752,0.2065280987312569,0.10193999883909043,0.0,0.013227404397840457,0.07368377117575352,0.049149955569952324,28e5e6cc-60b0-4324-b05e-d05af474da90.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-69-7978,0.6309043975218178
0.0,0.029767169386166605,0.03635842977649914,0.04604027013756609,0.04035358404542738,0.0,0.0,0.0,0.3780264538944601,0.469454092759685,29000c50-6667-4281-a97a-5f02cb24a8f4.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-50-6595,0.6391641489630713
0.0,0.0,0.0,0.35467736154717516,0.0,0.1688250273576441,0.0,0.02167093968662,0.45482667140753713,0.0,2a05b2c0-f94d-4c07-889a-def7131895bd.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-86-A4JF,0.042787105787551405
0.0,0.6632786724639217,0.21917589975542442,0.08753121475341112,0.0,0.018939627765540545,0.011074585261347544,0.0,0.0,0.0,2a48ffd2-9212-48f4-a836-7572eb2feffe.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-62-8402,0.39539219780960566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2a53d9f7-430a-45c5-9171-8ee65dc560dd.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-44-7667,2.0761170560490427e-14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573673615994863,0.24263263839933463,2aef96ea-5379-4066-8df1-66218ab77425.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-44-8117,0.12402296924796097
0.0,0.23273841209775403,0.20573271031205348,0.21229532223973513,0.07394843435712903,0.1858842467968992,0.042692515019944775,0.014418767278143337,0.032289591898068036,0.0,2b99d8d7-f329-4fe6-97b5-167953311755.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-95-A4VN,0.39372201474403845
0.0,0.0,0.0,0.0,0.06731453821304516,0.0,0.0,0.0,0.0,0.9326854617864359,2beab6d3-563d-421f-bf4a-7e1f843ec637.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-97-8547,0.4233676014513005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8092021428513627,0.19079785714570002,2e86db3a-ac57-49d2-8378-5d5e7412eff7.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-50-6673,0.033044210572832244
0.0,0.2091285682777058,0.12841547186524688,0.11056720690574177,0.0,0.08462484067418878,0.0,0.4672639122765708,0.0,0.0,2f00871b-1c4a-4fe9-94f6-42493fd95841.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-80-5607,0.2838909389492762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2f03d42e-9735-4edb-87d9-ec443b7801a5.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-49-4514,2.0650148258027912e-14
0.06513052137698036,0.3465215634979359,0.12600922624744107,0.14064518936905396,0.09795713186250739,0.16507495199809039,0.0,0.03640085635336917,0.02226055929426205,0.0,2f8abb88-ae9f-4315-bcad-4263862bd11b.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-78-8660,0.2740767519539459
0.0,0.0,0.0,0.0,0.2683462039482859,0.10132445722837119,0.5123136805353534,0.11801565828769994,0.0,0.0,2f966635-6a77-4205-9bab-df5940a973aa.rna_seq.augmented_star_gene_counts.tsv,3,TCGA-91-8496,0.24984236894524714
0.0,0.0,0.0,0.0,0.0,0.9999999999933704,0.0,0.0,0.0,0.0,2fde57cd-97d2-492d-b37d-a4e2d43239cf.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-6986,0.010133289326420325
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv,3,TCGA-4B-A93V,2.0872192862952943e-14
0.0,0.0,0.0,0.0,0.2528475060096276,0.0,0.5012254776541435,0.0,0.0,0.2459270163357768,30a6ea89-8eda-47cf-b336-e070fcd08740.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-NJ-A4YI,0.1407625842227168
0.20113867731495494,0.34217438042813203,0.07708490609087996,0.29892114472198006,0.06620172279635657,0.014479168647449935,0.0,0.0,0.0,0.0,32248a54-89ad-43a3-aa20-1c1897cb0054.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-86-6851,0.5069040546120388
0.0,0.0,0.0,0.0,0.20085145216853992,0.0,0.7227104464944519,0.0,0.0,0.0764381013364254,322ff57d-60a1-45d6-a103-c953d11924f1.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-38-4628,0.09491397551805669
0.0,0.9999999999944906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325c7d6b-292d-46e5-85d1-785ae8a48c33.rna_seq.augmented_star_gene_counts.tsv,3,TCGA-44-2659,0.019486918899896732
0.25220354137252193,0.16179042263177465,0.28250811065359077,0.06819152101142431,0.074410196676796,0.07967097541754713,0.004668713716689348,0.05527752015958521,0.0,0.021278998359807642,32675d71-6f79-4b8f-ab7c-e2350b15875c.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-44-A47G,0.4625183431493073
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3289364c-0dc2-43e8-bfe2-57d25e8612e5.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-73-A9RS,2.2426505097428162e-14
0.0,0.0,0.03682640139128023,0.0,0.0881344943600051,0.0,0.11998739950966161,0.22731147076076708,0.12088887592965497,0.4068513580480528,32dd8db9-1e43-497e-a35a-664d7d15ed60.rna_seq.augmented_star_gene_counts.tsv,1,TCGA-55-8091,0.2680354910447468
0.0,0.0,0.0,0.0,0.053124237223919665,0.0,0.36874765885212096,0.0,0.06109468830644274,0.5170334156164967,32e5ef2b-4387-4d2c-8e62-d18b5106414f.rna_seq.augmented_star_gene_counts.tsv,2,TCGA-73-4676,0.032813022759913935
